520900717 ,32
386874415 ,33
406139916 ,33
417535265 ,34
585469382 ,36
604102606 ,37
423506510 ,37
536571644 ,38
610094630 ,39
581059807 ,39
545528866 ,44
556203348 ,45
478841132 ,45
630493479 ,46
636754090 ,48
661675053 ,53
668510711 ,54
612595639 ,55
729655605 ,60
680610382 ,61
722651340 ,62
632097957 ,63
636259917 ,63
762411429 ,64
732975921 ,65
837264088 ,69
886267329 ,80
380765323 ,31
570231898 ,34
552320897 ,35
521374468 ,38
614380766 ,39
460841662 ,41
614225410 ,43
521422674 ,44
641685846 ,45
591021487 ,45
658127177 ,50
614317354 ,50
621266560 ,51
672025492 ,52
690442635 ,56
695891347 ,57
622665475 ,57
718155374 ,63
703291606 ,64
815121284 ,66
750907823 ,67
831343300 ,68
877656322 ,78
237891592 ,10
210045383 ,016
472457284 ,019
478418823 ,020
480792731 ,021
486464600 ,022
274986426 ,022
272613755 ,023
616635926 ,040
641763999 ,045
613049497 ,050
516927033 ,050
516420145 ,050
521523555 ,051
685840438 ,055
683137526 ,055
538876662 ,055
609435077 ,055
561582336 ,060
593769828 ,060
602795411 ,065
731694613 ,070
1188013778 ,076
1150259374 ,076
1370121284 ,101
