525304.0,32
503162.0,33
532577.0,33
514987.0,34
549231.0,36
592990.0,37
560998.0,37
578994.0,38
612348.0,39
576867.0,39
638294.0,44
643703.0,45
627661.0,45
656713.0,46
686174.0,48
736052.0,53
744540.0,54
744069.0,55
833659.0,60
825359.0,61
847009.0,62
852674.0,63
864530.0,63
864260.0,64
873550.0,65
913801.0,69
1038052.0,80
506325.0,31
560185.0,34
577326.0,35
609571.0,38
598244.0,39
591849.0,41
654884.0,43
642169.0,44
644579.0,45
675673.0,45
712817.0,50
709144.0,50
718289.0,51
733416.0,52
774818.0,56
801928.0,57
751831.0,57
844546.0,63
868144.0,64
895504.0,66
883146.0,67
906245.0,68
1008770.0,78
281038.0,10
381586.0,016
383286.0,019
412359.0,020
415498.0,021
430340.0,022
418966.0,022
398298.0,023
620746.0,040
653599.0,045
706627.0,050
696476.0,050
720367.0,050
705551.0,051
778257.0,055
773281.0,055
716430.0,055
759167.0,055
785611.0,060
787003.0,060
856874.0,065
903059.0,070
1045933.0,076
1049694.0,076
1303897.0,101
